,response,CStype,phase,trialN,priorBelief,trialN2,Age,Group,pID
53,1.0,CS-,3,19.0,5.0,4.0,17,1,ANLA25
56,1.0,CS-,3,22.0,5.0,5.0,17,1,ANLA25
57,4.0,CS+,3,23.0,6.0,5.0,17,1,ANLA25
60,2.0,CS+,3,26.0,6.0,6.0,17,1,ANLA25
61,1.0,CS-,3,27.0,5.0,6.0,17,1,ANLA25
64,1.0,CS-,3,30.0,5.0,7.0,17,1,ANLA25
65,3.0,CS+,3,31.0,6.0,7.0,17,1,ANLA25
8,2.0,CS-,1,2.0,2.0,0.0,51,0,ANRA07
9,2.0,CS+,1,3.0,1.0,0.0,51,0,ANRA07
12,4.0,CS+,1,6.0,1.0,1.0,51,0,ANRA07
13,3.0,CS-,1,7.0,2.0,1.0,51,0,ANRA07
16,2.0,CS-,1,10.0,2.0,2.0,51,0,ANRA07
17,2.0,CS+,1,11.0,1.0,2.0,51,0,ANRA07
20,2.0,CS+,1,14.0,1.0,3.0,51,0,ANRA07
21,4.0,CS-,1,15.0,2.0,3.0,51,0,ANRA07
22,3.0,GS4,2,0.0,0.0,0.0,51,0,ANRA07
23,2.0,GS1,2,1.0,0.0,0.0,51,0,ANRA07
24,1.0,GS3,2,2.0,0.0,0.0,51,0,ANRA07
25,7.0,CS-,2,3.0,2.0,0.0,51,0,ANRA07
26,9.0,CS+,2,4.0,1.0,0.0,51,0,ANRA07
27,1.0,GS2,2,5.0,0.0,0.0,51,0,ANRA07
36,10.0,CS+,3,2.0,1.0,0.0,51,0,ANRA07
37,6.0,CS-,3,3.0,2.0,0.0,51,0,ANRA07
40,3.0,CS-,3,6.0,2.0,1.0,51,0,ANRA07
41,10.0,CS+,3,7.0,1.0,1.0,51,0,ANRA07
44,10.0,CS+,3,10.0,1.0,2.0,51,0,ANRA07
45,3.0,CS-,3,11.0,2.0,2.0,51,0,ANRA07
48,1.0,CS-,3,14.0,2.0,3.0,51,0,ANRA07
49,1.0,CS+,3,15.0,1.0,3.0,51,0,ANRA07
52,1.0,CS+,3,18.0,1.0,4.0,51,0,ANRA07
53,1.0,CS-,3,19.0,2.0,4.0,51,0,ANRA07
56,1.0,CS-,3,22.0,2.0,5.0,51,0,ANRA07
57,1.0,CS+,3,23.0,1.0,5.0,51,0,ANRA07
60,1.0,CS+,3,26.0,1.0,6.0,51,0,ANRA07
61,1.0,CS-,3,27.0,2.0,6.0,51,0,ANRA07
64,1.0,CS-,3,30.0,2.0,7.0,51,0,ANRA07
65,1.0,CS+,3,31.0,1.0,7.0,51,0,ANRA07
6,,CS-,1,0.0,6.0,0.0,23,1,BALA29
7,5.0,CS+,1,1.0,6.0,0.0,23,1,BALA29
10,3.0,CS+,1,4.0,6.0,1.0,23,1,BALA29
11,3.0,CS-,1,5.0,6.0,1.0,23,1,BALA29
14,3.0,CS-,1,8.0,6.0,2.0,23,1,BALA29
15,3.0,CS+,1,9.0,6.0,2.0,23,1,BALA29
18,2.0,CS+,1,12.0,6.0,3.0,23,1,BALA29
19,3.0,CS-,1,13.0,6.0,3.0,23,1,BALA29
28,3.0,GS4,2,6.0,0.0,0.0,23,1,BALA29
29,1.0,GS1,2,7.0,0.0,0.0,23,1,BALA29
30,1.0,GS3,2,8.0,0.0,0.0,23,1,BALA29
31,3.0,CS-,2,9.0,6.0,0.0,23,1,BALA29
32,3.0,CS+,2,10.0,6.0,0.0,23,1,BALA29
33,2.0,GS2,2,11.0,0.0,0.0,23,1,BALA29
34,3.0,CS-,3,0.0,6.0,0.0,23,1,BALA29
35,2.0,CS+,3,1.0,6.0,0.0,23,1,BALA29
38,2.0,CS+,3,4.0,6.0,1.0,23,1,BALA29
39,2.0,CS-,3,5.0,6.0,1.0,23,1,BALA29
42,3.0,CS-,3,8.0,6.0,2.0,23,1,BALA29
43,2.0,CS+,3,9.0,6.0,2.0,23,1,BALA29
46,2.0,CS+,3,12.0,6.0,3.0,23,1,BALA29
47,2.0,CS-,3,13.0,6.0,3.0,23,1,BALA29
50,2.0,CS-,3,16.0,6.0,4.0,23,1,BALA29
51,2.0,CS+,3,17.0,6.0,4.0,23,1,BALA29
54,3.0,CS+,3,20.0,6.0,5.0,23,1,BALA29
55,3.0,CS-,3,21.0,6.0,5.0,23,1,BALA29
58,3.0,CS-,3,24.0,6.0,6.0,23,1,BALA29
59,3.0,CS+,3,25.0,6.0,6.0,23,1,BALA29
62,3.0,CS+,3,28.0,6.0,7.0,23,1,BALA29
63,3.0,CS-,3,29.0,6.0,7.0,23,1,BALA29
6,8.0,CS-,1,0.0,7.0,0.0,49,0,BEBE10
7,8.0,CS+,1,1.0,7.0,0.0,49,0,BEBE10
10,6.0,CS+,1,4.0,7.0,1.0,49,0,BEBE10
11,8.0,CS-,1,5.0,7.0,1.0,49,0,BEBE10
14,8.0,CS-,1,8.0,7.0,2.0,49,0,BEBE10
15,8.0,CS+,1,9.0,7.0,2.0,49,0,BEBE10
18,,CS+,1,12.0,7.0,3.0,49,0,BEBE10
19,8.0,CS-,1,13.0,7.0,3.0,49,0,BEBE10
28,7.0,GS4,2,6.0,0.0,0.0,49,0,BEBE10
29,8.0,GS1,2,7.0,0.0,0.0,49,0,BEBE10
30,2.0,GS3,2,8.0,0.0,0.0,49,0,BEBE10
31,7.0,CS-,2,9.0,7.0,0.0,49,0,BEBE10
32,8.0,CS+,2,10.0,7.0,0.0,49,0,BEBE10
33,4.0,GS2,2,11.0,0.0,0.0,49,0,BEBE10
34,8.0,CS-,3,0.0,7.0,0.0,49,0,BEBE10
35,8.0,CS+,3,1.0,7.0,0.0,49,0,BEBE10
38,6.0,CS+,3,4.0,7.0,1.0,49,0,BEBE10
39,6.0,CS-,3,5.0,7.0,1.0,49,0,BEBE10
42,8.0,CS-,3,8.0,7.0,2.0,49,0,BEBE10
43,8.0,CS+,3,9.0,7.0,2.0,49,0,BEBE10
46,7.0,CS+,3,12.0,7.0,3.0,49,0,BEBE10
47,7.0,CS-,3,13.0,7.0,3.0,49,0,BEBE10
50,7.0,CS-,3,16.0,7.0,4.0,49,0,BEBE10
51,8.0,CS+,3,17.0,7.0,4.0,49,0,BEBE10
54,7.0,CS+,3,20.0,7.0,5.0,49,0,BEBE10
55,7.0,CS-,3,21.0,7.0,5.0,49,0,BEBE10
58,6.0,CS-,3,24.0,7.0,6.0,49,0,BEBE10
59,7.0,CS+,3,25.0,7.0,6.0,49,0,BEBE10
62,7.0,CS+,3,28.0,7.0,7.0,49,0,BEBE10
63,6.0,CS-,3,29.0,7.0,7.0,49,0,BEBE10
8,4.0,CS-,1,2.0,3.0,0.0,30,1,BEHA03
9,6.0,CS+,1,3.0,4.0,0.0,30,1,BEHA03
12,6.0,CS+,1,6.0,4.0,1.0,30,1,BEHA03
13,4.0,CS-,1,7.0,3.0,1.0,30,1,BEHA03
16,4.0,CS-,1,10.0,3.0,2.0,30,1,BEHA03
17,6.0,CS+,1,11.0,4.0,2.0,30,1,BEHA03
20,9.0,CS+,1,14.0,4.0,3.0,30,1,BEHA03
21,3.0,CS-,1,15.0,3.0,3.0,30,1,BEHA03
22,3.0,GS4,2,0.0,0.0,0.0,30,1,BEHA03
23,9.0,GS1,2,1.0,0.0,0.0,30,1,BEHA03
24,10.0,GS3,2,2.0,0.0,0.0,30,1,BEHA03
25,10.0,CS-,2,3.0,3.0,0.0,30,1,BEHA03
26,10.0,CS+,2,4.0,4.0,0.0,30,1,BEHA03
27,,GS2,2,5.0,0.0,0.0,30,1,BEHA03
36,9.0,CS+,3,2.0,4.0,0.0,30,1,BEHA03
37,7.0,CS-,3,3.0,3.0,0.0,30,1,BEHA03
40,,CS-,3,6.0,3.0,1.0,30,1,BEHA03
41,4.0,CS+,3,7.0,4.0,1.0,30,1,BEHA03
44,4.0,CS+,3,10.0,4.0,2.0,30,1,BEHA03
45,8.0,CS-,3,11.0,3.0,2.0,30,1,BEHA03
48,8.0,CS-,3,14.0,3.0,3.0,30,1,BEHA03
49,5.0,CS+,3,15.0,4.0,3.0,30,1,BEHA03
52,,CS+,3,18.0,4.0,4.0,30,1,BEHA03
53,4.0,CS-,3,19.0,3.0,4.0,30,1,BEHA03
56,4.0,CS-,3,22.0,3.0,5.0,30,1,BEHA03
57,5.0,CS+,3,23.0,4.0,5.0,30,1,BEHA03
60,4.0,CS+,3,26.0,4.0,6.0,30,1,BEHA03
61,3.0,CS-,3,27.0,3.0,6.0,30,1,BEHA03
64,9.0,CS-,3,30.0,3.0,7.0,30,1,BEHA03
65,9.0,CS+,3,31.0,4.0,7.0,30,1,BEHA03
6,6.0,CS+,1,0.0,5.0,0.0,35,0,BIES09
8,6.0,CS-,1,2.0,9.0,0.0,35,0,BIES09
9,9.0,CS+,1,3.0,5.0,1.0,35,0,BIES09
12,2.0,CS-,1,6.0,9.0,1.0,35,0,BIES09
14,8.0,CS+,1,8.0,5.0,2.0,35,0,BIES09
16,2.0,CS-,1,10.0,9.0,2.0,35,0,BIES09
17,8.0,CS+,1,11.0,5.0,3.0,35,0,BIES09
20,2.0,CS-,1,14.0,9.0,3.0,35,0,BIES09
22,6.0,GS3,2,0.0,0.0,0.0,35,0,BIES09
23,2.0,CS-,2,1.0,9.0,0.0,35,0,BIES09
24,2.0,GS1,2,2.0,0.0,0.0,35,0,BIES09
25,5.0,GS4,2,3.0,0.0,0.0,35,0,BIES09
26,3.0,CS+,2,4.0,5.0,0.0,35,0,BIES09
27,5.0,GS2,2,5.0,0.0,0.0,35,0,BIES09
34,8.0,CS+,3,0.0,5.0,0.0,35,0,BIES09
36,8.0,CS-,3,2.0,9.0,0.0,35,0,BIES09
38,2.0,CS+,3,4.0,5.0,1.0,35,0,BIES09
39,8.0,CS-,3,5.0,9.0,1.0,35,0,BIES09
42,2.0,CS+,3,8.0,5.0,2.0,35,0,BIES09
44,8.0,CS-,3,10.0,9.0,2.0,35,0,BIES09
46,2.0,CS+,3,12.0,5.0,3.0,35,0,BIES09
47,8.0,CS-,3,13.0,9.0,3.0,35,0,BIES09
50,2.0,CS+,3,16.0,5.0,4.0,35,0,BIES09
52,8.0,CS-,3,18.0,9.0,4.0,35,0,BIES09
54,2.0,CS+,3,20.0,5.0,5.0,35,0,BIES09
55,8.0,CS-,3,21.0,9.0,5.0,35,0,BIES09
58,4.0,CS+,3,24.0,5.0,6.0,35,0,BIES09
60,8.0,CS-,3,26.0,9.0,6.0,35,0,BIES09
62,2.0,CS+,3,28.0,5.0,7.0,35,0,BIES09
63,8.0,CS-,3,29.0,9.0,7.0,35,0,BIES09
8,9.0,CS-,1,2.0,8.0,0.0,31,1,BIME14
9,2.0,CS+,1,3.0,2.0,0.0,31,1,BIME14
12,3.0,CS+,1,6.0,2.0,1.0,31,1,BIME14
13,9.0,CS-,1,7.0,8.0,1.0,31,1,BIME14
16,9.0,CS-,1,10.0,8.0,2.0,31,1,BIME14
17,2.0,CS+,1,11.0,2.0,2.0,31,1,BIME14
20,3.0,CS+,1,14.0,2.0,3.0,31,1,BIME14
21,9.0,CS-,1,15.0,8.0,3.0,31,1,BIME14
22,6.0,GS4,2,0.0,0.0,0.0,31,1,BIME14
23,4.0,GS1,2,1.0,0.0,0.0,31,1,BIME14
24,6.0,GS3,2,2.0,0.0,0.0,31,1,BIME14
25,9.0,CS-,2,3.0,8.0,0.0,31,1,BIME14
26,4.0,CS+,2,4.0,2.0,0.0,31,1,BIME14
27,5.0,GS2,2,5.0,0.0,0.0,31,1,BIME14
36,3.0,CS+,3,2.0,2.0,0.0,31,1,BIME14
37,9.0,CS-,3,3.0,8.0,0.0,31,1,BIME14
40,8.0,CS-,3,6.0,8.0,1.0,31,1,BIME14
41,2.0,CS+,3,7.0,2.0,1.0,31,1,BIME14
44,2.0,CS+,3,10.0,2.0,2.0,31,1,BIME14
45,8.0,CS-,3,11.0,8.0,2.0,31,1,BIME14
48,8.0,CS-,3,14.0,8.0,3.0,31,1,BIME14
49,2.0,CS+,3,15.0,2.0,3.0,31,1,BIME14
52,2.0,CS+,3,18.0,2.0,4.0,31,1,BIME14
53,8.0,CS-,3,19.0,8.0,4.0,31,1,BIME14
56,8.0,CS-,3,22.0,8.0,5.0,31,1,BIME14
57,2.0,CS+,3,23.0,2.0,5.0,31,1,BIME14
60,2.0,CS+,3,26.0,2.0,6.0,31,1,BIME14
61,8.0,CS-,3,27.0,8.0,6.0,31,1,BIME14
64,8.0,CS-,3,30.0,8.0,7.0,31,1,BIME14
65,2.0,CS+,3,31.0,2.0,7.0,31,1,BIME14
6,11.0,CS-,1,0.0,2.0,0.0,17,0,BRBA28
7,11.0,CS+,1,1.0,6.0,0.0,17,0,BRBA28
10,8.0,CS+,1,4.0,6.0,1.0,17,0,BRBA28
11,8.0,CS-,1,5.0,2.0,1.0,17,0,BRBA28
14,6.0,CS-,1,8.0,2.0,2.0,17,0,BRBA28
15,6.0,CS+,1,9.0,6.0,2.0,17,0,BRBA28
18,1.0,CS+,1,12.0,6.0,3.0,17,0,BRBA28
19,1.0,CS-,1,13.0,2.0,3.0,17,0,BRBA28
28,11.0,GS4,2,6.0,0.0,0.0,17,0,BRBA28
29,11.0,GS1,2,7.0,0.0,0.0,17,0,BRBA28
30,11.0,GS3,2,8.0,0.0,0.0,17,0,BRBA28
31,11.0,CS-,2,9.0,2.0,0.0,17,0,BRBA28
32,11.0,CS+,2,10.0,6.0,0.0,17,0,BRBA28
33,11.0,GS2,2,11.0,0.0,0.0,17,0,BRBA28
34,11.0,CS-,3,0.0,2.0,0.0,17,0,BRBA28
35,10.0,CS+,3,1.0,6.0,0.0,17,0,BRBA28
38,11.0,CS+,3,4.0,6.0,1.0,17,0,BRBA28
39,10.0,CS-,3,5.0,2.0,1.0,17,0,BRBA28
42,11.0,CS-,3,8.0,2.0,2.0,17,0,BRBA28
43,8.0,CS+,3,9.0,6.0,2.0,17,0,BRBA28
46,8.0,CS+,3,12.0,6.0,3.0,17,0,BRBA28
47,6.0,CS-,3,13.0,2.0,3.0,17,0,BRBA28
50,5.0,CS-,3,16.0,2.0,4.0,17,0,BRBA28
51,1.0,CS+,3,17.0,6.0,4.0,17,0,BRBA28
54,1.0,CS+,3,20.0,6.0,5.0,17,0,BRBA28
55,1.0,CS-,3,21.0,2.0,5.0,17,0,BRBA28
58,1.0,CS-,3,24.0,2.0,6.0,17,0,BRBA28
59,1.0,CS+,3,25.0,6.0,6.0,17,0,BRBA28
62,1.0,CS+,3,28.0,6.0,7.0,17,0,BRBA28
63,1.0,CS-,3,29.0,2.0,7.0,17,0,BRBA28
8,9.0,CS-,1,2.0,8.0,0.0,14,0,CARBE30
9,7.0,CS+,1,3.0,6.0,0.0,14,0,CARBE30
12,9.0,CS+,1,6.0,6.0,1.0,14,0,CARBE30
13,10.0,CS-,1,7.0,8.0,1.0,14,0,CARBE30
16,9.0,CS-,1,10.0,8.0,2.0,14,0,CARBE30
17,7.0,CS+,1,11.0,6.0,2.0,14,0,CARBE30
20,8.0,CS+,1,14.0,6.0,3.0,14,0,CARBE30
21,8.0,CS-,1,15.0,8.0,3.0,14,0,CARBE30
28,10.0,GS1,2,6.0,0.0,0.0,14,0,CARBE30
29,8.0,GS4,2,7.0,0.0,0.0,14,0,CARBE30
30,7.0,GS2,2,8.0,0.0,0.0,14,0,CARBE30
31,6.0,CS+,2,9.0,6.0,0.0,14,0,CARBE30
32,6.0,GS3,2,10.0,0.0,0.0,14,0,CARBE30
33,6.0,CS-,2,11.0,8.0,0.0,14,0,CARBE30
36,6.0,CS-,3,2.0,8.0,0.0,14,0,CARBE30
37,5.0,CS+,3,3.0,6.0,0.0,14,0,CARBE30
40,4.0,CS-,3,6.0,8.0,1.0,14,0,CARBE30
41,4.0,CS+,3,7.0,6.0,1.0,14,0,CARBE30
44,3.0,CS-,3,10.0,8.0,2.0,14,0,CARBE30
45,2.0,CS+,3,11.0,6.0,2.0,14,0,CARBE30
48,1.0,CS-,3,14.0,8.0,3.0,14,0,CARBE30
49,1.0,CS+,3,15.0,6.0,3.0,14,0,CARBE30
52,1.0,CS-,3,18.0,8.0,4.0,14,0,CARBE30
53,1.0,CS+,3,19.0,6.0,4.0,14,0,CARBE30
56,1.0,CS-,3,22.0,8.0,5.0,14,0,CARBE30
57,1.0,CS+,3,23.0,6.0,5.0,14,0,CARBE30
60,1.0,CS-,3,26.0,8.0,6.0,14,0,CARBE30
61,1.0,CS+,3,27.0,6.0,6.0,14,0,CARBE30
64,1.0,CS-,3,30.0,8.0,7.0,14,0,CARBE30
65,1.0,CS+,3,31.0,6.0,7.0,14,0,CARBE30
6,8.0,CS-,1,0.0,6.0,0.0,15,0,CAST12
7,10.0,CS+,1,1.0,9.0,0.0,15,0,CAST12
10,6.0,CS+,1,4.0,9.0,1.0,15,0,CAST12
11,6.0,CS-,1,5.0,6.0,1.0,15,0,CAST12
14,7.0,CS-,1,8.0,6.0,2.0,15,0,CAST12
15,7.0,CS+,1,9.0,9.0,2.0,15,0,CAST12
18,5.0,CS+,1,12.0,9.0,3.0,15,0,CAST12
19,4.0,CS-,1,13.0,6.0,3.0,15,0,CAST12
28,3.0,GS4,2,6.0,0.0,0.0,15,0,CAST12
29,3.0,GS1,2,7.0,0.0,0.0,15,0,CAST12
30,3.0,GS3,2,8.0,0.0,0.0,15,0,CAST12
31,3.0,CS-,2,9.0,6.0,0.0,15,0,CAST12
32,3.0,CS+,2,10.0,9.0,0.0,15,0,CAST12
33,6.0,GS2,2,11.0,0.0,0.0,15,0,CAST12
34,6.0,CS-,3,0.0,6.0,0.0,15,0,CAST12
35,4.0,CS+,3,1.0,9.0,0.0,15,0,CAST12
38,4.0,CS+,3,4.0,9.0,1.0,15,0,CAST12
39,3.0,CS-,3,5.0,6.0,1.0,15,0,CAST12
42,2.0,CS-,3,8.0,6.0,2.0,15,0,CAST12
43,2.0,CS+,3,9.0,9.0,2.0,15,0,CAST12
46,1.0,CS+,3,12.0,9.0,3.0,15,0,CAST12
47,1.0,CS-,3,13.0,6.0,3.0,15,0,CAST12
50,1.0,CS-,3,16.0,6.0,4.0,15,0,CAST12
51,1.0,CS+,3,17.0,9.0,4.0,15,0,CAST12
54,1.0,CS+,3,20.0,9.0,5.0,15,0,CAST12
55,1.0,CS-,3,21.0,6.0,5.0,15,0,CAST12
58,1.0,CS-,3,24.0,6.0,6.0,15,0,CAST12
59,1.0,CS+,3,25.0,9.0,6.0,15,0,CAST12
62,1.0,CS+,3,28.0,9.0,7.0,15,0,CAST12
63,1.0,CS-,3,29.0,6.0,7.0,15,0,CAST12
8,10.0,CS-,1,2.0,0.0,0.0,17,1,CHAB27
9,11.0,CS+,1,3.0,0.0,0.0,17,1,CHAB27
12,9.0,CS+,1,6.0,0.0,1.0,17,1,CHAB27
13,10.0,CS-,1,7.0,0.0,1.0,17,1,CHAB27
16,9.0,CS-,1,10.0,0.0,2.0,17,1,CHAB27
17,7.0,CS+,1,11.0,0.0,2.0,17,1,CHAB27
20,4.0,CS+,1,14.0,0.0,3.0,17,1,CHAB27
21,2.0,CS-,1,15.0,0.0,3.0,17,1,CHAB27
28,1.0,GS1,2,6.0,0.0,0.0,17,1,CHAB27
29,1.0,GS4,2,7.0,0.0,0.0,17,1,CHAB27
30,7.0,GS2,2,8.0,0.0,0.0,17,1,CHAB27
31,1.0,CS+,2,9.0,0.0,0.0,17,1,CHAB27
32,5.0,GS3,2,10.0,0.0,0.0,17,1,CHAB27
33,,CS-,2,11.0,0.0,0.0,17,1,CHAB27
36,1.0,CS-,3,2.0,0.0,0.0,17,1,CHAB27
37,6.0,CS+,3,3.0,0.0,0.0,17,1,CHAB27
40,3.0,CS-,3,6.0,0.0,1.0,17,1,CHAB27
41,5.0,CS+,3,7.0,0.0,1.0,17,1,CHAB27
44,2.0,CS-,3,10.0,0.0,2.0,17,1,CHAB27
45,10.0,CS+,3,11.0,0.0,2.0,17,1,CHAB27
6,7.0,CS-,1,0.0,2.0,0.0,17,1,CHAB27
7,7.0,CS+,1,1.0,6.0,0.0,17,1,CHAB27
10,4.0,CS+,1,4.0,6.0,1.0,17,1,CHAB27
11,4.0,CS-,1,5.0,2.0,1.0,17,1,CHAB27
14,,CS-,1,8.0,2.0,2.0,17,1,CHAB27
15,6.0,CS+,1,9.0,6.0,2.0,17,1,CHAB27
18,,CS+,1,12.0,6.0,3.0,17,1,CHAB27
19,1.0,CS-,1,13.0,2.0,3.0,17,1,CHAB27
28,1.0,GS4,2,6.0,0.0,0.0,17,1,CHAB27
29,1.0,GS1,2,7.0,0.0,0.0,17,1,CHAB27
30,1.0,GS3,2,8.0,0.0,0.0,17,1,CHAB27
31,1.0,CS-,2,9.0,2.0,0.0,17,1,CHAB27
32,2.0,CS+,2,10.0,6.0,0.0,17,1,CHAB27
33,1.0,GS2,2,11.0,0.0,0.0,17,1,CHAB27
34,1.0,CS-,3,0.0,2.0,0.0,17,1,CHAB27
35,1.0,CS+,3,1.0,6.0,0.0,17,1,CHAB27
38,2.0,CS+,3,4.0,6.0,1.0,17,1,CHAB27
39,1.0,CS-,3,5.0,2.0,1.0,17,1,CHAB27
42,1.0,CS-,3,8.0,2.0,2.0,17,1,CHAB27
43,1.0,CS+,3,9.0,6.0,2.0,17,1,CHAB27
46,1.0,CS+,3,12.0,6.0,3.0,17,1,CHAB27
47,1.0,CS-,3,13.0,2.0,3.0,17,1,CHAB27
50,1.0,CS-,3,16.0,2.0,4.0,17,1,CHAB27
51,2.0,CS+,3,17.0,6.0,4.0,17,1,CHAB27
54,1.0,CS+,3,20.0,6.0,5.0,17,1,CHAB27
55,1.0,CS-,3,21.0,2.0,5.0,17,1,CHAB27
58,1.0,CS-,3,24.0,2.0,6.0,17,1,CHAB27
59,2.0,CS+,3,25.0,6.0,6.0,17,1,CHAB27
62,1.0,CS+,3,28.0,6.0,7.0,17,1,CHAB27
63,1.0,CS-,3,29.0,2.0,7.0,17,1,CHAB27
6,10.0,CS-,1,0.0,7.0,0.0,15,0,CHEC01
7,2.0,CS+,1,1.0,2.0,0.0,15,0,CHEC01
10,2.0,CS+,1,4.0,2.0,1.0,15,0,CHEC01
11,6.0,CS-,1,5.0,7.0,1.0,15,0,CHEC01
14,6.0,CS-,1,8.0,7.0,2.0,15,0,CHEC01
15,6.0,CS+,1,9.0,2.0,2.0,15,0,CHEC01
18,7.0,CS+,1,12.0,2.0,3.0,15,0,CHEC01
19,1.0,CS-,1,13.0,7.0,3.0,15,0,CHEC01
28,2.0,GS4,2,6.0,0.0,0.0,15,0,CHEC01
29,6.0,GS1,2,7.0,0.0,0.0,15,0,CHEC01
30,2.0,GS3,2,8.0,0.0,0.0,15,0,CHEC01
31,1.0,CS-,2,9.0,7.0,0.0,15,0,CHEC01
32,7.0,CS+,2,10.0,2.0,0.0,15,0,CHEC01
33,4.0,GS2,2,11.0,0.0,0.0,15,0,CHEC01
34,1.0,CS-,3,0.0,7.0,0.0,15,0,CHEC01
35,9.0,CS+,3,1.0,2.0,0.0,15,0,CHEC01
38,8.0,CS+,3,4.0,2.0,1.0,15,0,CHEC01
39,1.0,CS-,3,5.0,7.0,1.0,15,0,CHEC01
42,1.0,CS-,3,8.0,7.0,2.0,15,0,CHEC01
43,10.0,CS+,3,9.0,2.0,2.0,15,0,CHEC01
46,9.0,CS+,3,12.0,2.0,3.0,15,0,CHEC01
47,1.0,CS-,3,13.0,7.0,3.0,15,0,CHEC01
50,1.0,CS-,3,16.0,7.0,4.0,15,0,CHEC01
51,7.0,CS+,3,17.0,2.0,4.0,15,0,CHEC01
54,1.0,CS+,3,20.0,2.0,5.0,15,0,CHEC01
55,,CS-,3,21.0,7.0,5.0,15,0,CHEC01
58,1.0,CS-,3,24.0,7.0,6.0,15,0,CHEC01
59,,CS+,3,25.0,2.0,6.0,15,0,CHEC01
62,1.0,CS+,3,28.0,2.0,7.0,15,0,CHEC01
63,1.0,CS-,3,29.0,7.0,7.0,15,0,CHEC01
6,10.0,CS-,1,0.0,7.0,0.0,15,0,CHEC01
7,2.0,CS+,1,1.0,2.0,0.0,15,0,CHEC01
10,2.0,CS+,1,4.0,2.0,1.0,15,0,CHEC01
11,6.0,CS-,1,5.0,7.0,1.0,15,0,CHEC01
14,6.0,CS-,1,8.0,7.0,2.0,15,0,CHEC01
15,6.0,CS+,1,9.0,2.0,2.0,15,0,CHEC01
18,7.0,CS+,1,12.0,2.0,3.0,15,0,CHEC01
19,1.0,CS-,1,13.0,7.0,3.0,15,0,CHEC01
28,2.0,GS4,2,6.0,0.0,0.0,15,0,CHEC01
29,6.0,GS1,2,7.0,0.0,0.0,15,0,CHEC01
30,2.0,GS3,2,8.0,0.0,0.0,15,0,CHEC01
31,1.0,CS-,2,9.0,7.0,0.0,15,0,CHEC01
32,7.0,CS+,2,10.0,2.0,0.0,15,0,CHEC01
33,4.0,GS2,2,11.0,0.0,0.0,15,0,CHEC01
34,1.0,CS-,3,0.0,7.0,0.0,15,0,CHEC01
35,9.0,CS+,3,1.0,2.0,0.0,15,0,CHEC01
38,8.0,CS+,3,4.0,2.0,1.0,15,0,CHEC01
39,1.0,CS-,3,5.0,7.0,1.0,15,0,CHEC01
42,1.0,CS-,3,8.0,7.0,2.0,15,0,CHEC01
43,10.0,CS+,3,9.0,2.0,2.0,15,0,CHEC01
46,9.0,CS+,3,12.0,2.0,3.0,15,0,CHEC01
47,1.0,CS-,3,13.0,7.0,3.0,15,0,CHEC01
50,1.0,CS-,3,16.0,7.0,4.0,15,0,CHEC01
51,7.0,CS+,3,17.0,2.0,4.0,15,0,CHEC01
54,1.0,CS+,3,20.0,2.0,5.0,15,0,CHEC01
55,,CS-,3,21.0,7.0,5.0,15,0,CHEC01
58,1.0,CS-,3,24.0,7.0,6.0,15,0,CHEC01
59,,CS+,3,25.0,2.0,6.0,15,0,CHEC01
62,1.0,CS+,3,28.0,2.0,7.0,15,0,CHEC01
63,1.0,CS-,3,29.0,7.0,7.0,15,0,CHEC01
8,9.0,CS-,1,2.0,0.0,0.0,24,0,CHGE21
9,7.0,CS+,1,3.0,1.0,0.0,24,0,CHGE21
12,6.0,CS+,1,6.0,1.0,1.0,24,0,CHGE21
13,7.0,CS-,1,7.0,0.0,1.0,24,0,CHGE21
16,4.0,CS-,1,10.0,0.0,2.0,24,0,CHGE21
17,4.0,CS+,1,11.0,1.0,2.0,24,0,CHGE21
20,3.0,CS+,1,14.0,1.0,3.0,24,0,CHGE21
21,4.0,CS-,1,15.0,0.0,3.0,24,0,CHGE21
22,4.0,GS4,2,0.0,0.0,0.0,24,0,CHGE21
23,3.0,GS1,2,1.0,0.0,0.0,24,0,CHGE21
24,2.0,GS3,2,2.0,0.0,0.0,24,0,CHGE21
25,2.0,CS-,2,3.0,0.0,0.0,24,0,CHGE21
26,1.0,CS+,2,4.0,1.0,0.0,24,0,CHGE21
27,2.0,GS2,2,5.0,0.0,0.0,24,0,CHGE21
36,1.0,CS+,3,2.0,1.0,0.0,24,0,CHGE21
37,2.0,CS-,3,3.0,0.0,0.0,24,0,CHGE21
40,1.0,CS-,3,6.0,0.0,1.0,24,0,CHGE21
41,1.0,CS+,3,7.0,1.0,1.0,24,0,CHGE21
44,1.0,CS+,3,10.0,1.0,2.0,24,0,CHGE21
45,1.0,CS-,3,11.0,0.0,2.0,24,0,CHGE21
48,1.0,CS-,3,14.0,0.0,3.0,24,0,CHGE21
49,1.0,CS+,3,15.0,1.0,3.0,24,0,CHGE21
52,1.0,CS+,3,18.0,1.0,4.0,24,0,CHGE21
53,1.0,CS-,3,19.0,0.0,4.0,24,0,CHGE21
56,1.0,CS-,3,22.0,0.0,5.0,24,0,CHGE21
57,,CS+,3,23.0,1.0,5.0,24,0,CHGE21
60,1.0,CS+,3,26.0,1.0,6.0,24,0,CHGE21
61,1.0,CS-,3,27.0,0.0,6.0,24,0,CHGE21
