,response,CStype,phase,trialN,priorBelief,trialN2,Age,Group,pID
6,5.0,CS+,1,0.0,2.0,0.0,21,0,29374
8,3.0,CS-,1,2.0,3.0,0.0,21,0,29374
9,4.0,CS+,1,3.0,2.0,1.0,21,0,29374
12,9.0,CS-,1,6.0,3.0,1.0,21,0,29374
14,2.0,CS+,1,8.0,2.0,2.0,21,0,29374
16,4.0,CS-,1,10.0,3.0,2.0,21,0,29374
17,2.0,CS+,1,11.0,2.0,3.0,21,0,29374
20,8.0,CS-,1,14.0,3.0,3.0,21,0,29374
22,2.0,GS3,2,0.0,0.0,0.0,21,0,29374
23,3.0,CS-,2,1.0,3.0,0.0,21,0,29374
24,3.0,GS1,2,2.0,0.0,0.0,21,0,29374
25,3.0,GS4,2,3.0,0.0,0.0,21,0,29374
26,3.0,CS+,2,4.0,2.0,0.0,21,0,29374
27,3.0,GS2,2,5.0,0.0,0.0,21,0,29374
34,3.0,CS+,3,0.0,2.0,0.0,21,0,29374
36,8.0,CS-,3,2.0,3.0,0.0,21,0,29374
38,4.0,CS+,3,4.0,2.0,1.0,21,0,29374
39,2.0,CS-,3,5.0,3.0,1.0,21,0,29374
42,3.0,CS+,3,8.0,2.0,2.0,21,0,29374
44,3.0,CS-,3,10.0,3.0,2.0,21,0,29374
46,6.0,CS+,3,12.0,2.0,3.0,21,0,29374
47,3.0,CS-,3,13.0,3.0,3.0,21,0,29374
50,3.0,CS+,3,16.0,2.0,4.0,21,0,29374
52,3.0,CS-,3,18.0,3.0,4.0,21,0,29374
54,3.0,CS+,3,20.0,2.0,5.0,21,0,29374
55,3.0,CS-,3,21.0,3.0,5.0,21,0,29374
58,3.0,CS+,3,24.0,2.0,6.0,21,0,29374
60,3.0,CS-,3,26.0,3.0,6.0,21,0,29374
62,1.0,CS+,3,28.0,2.0,7.0,21,0,29374
63,2.0,CS-,3,29.0,3.0,7.0,21,0,29374
6,1.0,CS-,1,0.0,,0.0,25,0,32803
7,1.0,CS+,1,1.0,0.0,0.0,25,0,32803
10,2.0,CS+,1,4.0,0.0,1.0,25,0,32803
11,1.0,CS-,1,5.0,,1.0,25,0,32803
14,1.0,CS-,1,8.0,,2.0,25,0,32803
15,1.0,CS+,1,9.0,0.0,2.0,25,0,32803
18,1.0,CS+,1,12.0,0.0,3.0,25,0,32803
19,1.0,CS-,1,13.0,,3.0,25,0,32803
28,2.0,GS4,2,6.0,0.0,0.0,25,0,32803
29,2.0,GS1,2,7.0,0.0,0.0,25,0,32803
30,2.0,GS3,2,8.0,0.0,0.0,25,0,32803
31,2.0,CS-,2,9.0,,0.0,25,0,32803
32,2.0,CS+,2,10.0,0.0,0.0,25,0,32803
33,3.0,GS2,2,11.0,0.0,0.0,25,0,32803
34,2.0,CS-,3,0.0,,0.0,25,0,32803
35,1.0,CS+,3,1.0,0.0,0.0,25,0,32803
38,8.0,CS+,3,4.0,0.0,1.0,25,0,32803
39,1.0,CS-,3,5.0,,1.0,25,0,32803
42,2.0,CS-,3,8.0,,2.0,25,0,32803
43,2.0,CS+,3,9.0,0.0,2.0,25,0,32803
46,1.0,CS+,3,12.0,0.0,3.0,25,0,32803
47,2.0,CS-,3,13.0,,3.0,25,0,32803
50,1.0,CS-,3,16.0,,4.0,25,0,32803
51,1.0,CS+,3,17.0,0.0,4.0,25,0,32803
54,1.0,CS+,3,20.0,0.0,5.0,25,0,32803
55,1.0,CS-,3,21.0,,5.0,25,0,32803
58,2.0,CS-,3,24.0,,6.0,25,0,32803
59,1.0,CS+,3,25.0,0.0,6.0,25,0,32803
62,1.0,CS+,3,28.0,0.0,7.0,25,0,32803
63,1.0,CS-,3,29.0,,7.0,25,0,32803
8,4.0,CS-,1,2.0,3.0,0.0,20,0,32878
9,8.0,CS+,1,3.0,7.0,0.0,20,0,32878
12,2.0,CS+,1,6.0,7.0,1.0,20,0,32878
13,1.0,CS-,1,7.0,3.0,1.0,20,0,32878
16,1.0,CS-,1,10.0,3.0,2.0,20,0,32878
17,6.0,CS+,1,11.0,7.0,2.0,20,0,32878
20,5.0,CS+,1,14.0,7.0,3.0,20,0,32878
21,2.0,CS-,1,15.0,3.0,3.0,20,0,32878
22,2.0,GS4,2,0.0,0.0,0.0,20,0,32878
23,1.0,GS1,2,1.0,0.0,0.0,20,0,32878
24,1.0,GS3,2,2.0,0.0,0.0,20,0,32878
25,2.0,CS-,2,3.0,3.0,0.0,20,0,32878
26,6.0,CS+,2,4.0,7.0,0.0,20,0,32878
27,1.0,GS2,2,5.0,0.0,0.0,20,0,32878
36,7.0,CS+,3,2.0,7.0,0.0,20,0,32878
37,1.0,CS-,3,3.0,3.0,0.0,20,0,32878
40,1.0,CS-,3,6.0,3.0,1.0,20,0,32878
41,3.0,CS+,3,7.0,7.0,1.0,20,0,32878
44,3.0,CS+,3,10.0,7.0,2.0,20,0,32878
45,2.0,CS-,3,11.0,3.0,2.0,20,0,32878
48,1.0,CS-,3,14.0,3.0,3.0,20,0,32878
49,4.0,CS+,3,15.0,7.0,3.0,20,0,32878
52,3.0,CS+,3,18.0,7.0,4.0,20,0,32878
53,1.0,CS-,3,19.0,3.0,4.0,20,0,32878
56,1.0,CS-,3,22.0,3.0,5.0,20,0,32878
57,4.0,CS+,3,23.0,7.0,5.0,20,0,32878
60,4.0,CS+,3,26.0,7.0,6.0,20,0,32878
61,1.0,CS-,3,27.0,3.0,6.0,20,0,32878
64,1.0,CS-,3,30.0,3.0,7.0,20,0,32878
65,4.0,CS+,3,31.0,7.0,7.0,20,0,32878
8,7.0,CS-,1,2.0,3.0,0.0,20,1,33109
9,9.0,CS+,1,3.0,8.0,0.0,20,1,33109
12,2.0,CS+,1,6.0,8.0,1.0,20,1,33109
13,10.0,CS-,1,7.0,3.0,1.0,20,1,33109
16,11.0,CS-,1,10.0,3.0,2.0,20,1,33109
17,11.0,CS+,1,11.0,8.0,2.0,20,1,33109
20,10.0,CS+,1,14.0,8.0,3.0,20,1,33109
21,9.0,CS-,1,15.0,3.0,3.0,20,1,33109
28,11.0,GS1,2,6.0,0.0,0.0,20,1,33109
29,8.0,GS4,2,7.0,0.0,0.0,20,1,33109
30,7.0,GS2,2,8.0,0.0,0.0,20,1,33109
31,11.0,CS+,2,9.0,8.0,0.0,20,1,33109
32,7.0,GS3,2,10.0,0.0,0.0,20,1,33109
33,8.0,CS-,2,11.0,3.0,0.0,20,1,33109
36,7.0,CS-,3,2.0,3.0,0.0,20,1,33109
37,11.0,CS+,3,3.0,8.0,0.0,20,1,33109
40,7.0,CS-,3,6.0,3.0,1.0,20,1,33109
41,11.0,CS+,3,7.0,8.0,1.0,20,1,33109
44,9.0,CS-,3,10.0,3.0,2.0,20,1,33109
45,11.0,CS+,3,11.0,8.0,2.0,20,1,33109
48,9.0,CS-,3,14.0,3.0,3.0,20,1,33109
49,10.0,CS+,3,15.0,8.0,3.0,20,1,33109
52,9.0,CS-,3,18.0,3.0,4.0,20,1,33109
53,10.0,CS+,3,19.0,8.0,4.0,20,1,33109
56,9.0,CS-,3,22.0,3.0,5.0,20,1,33109
57,10.0,CS+,3,23.0,8.0,5.0,20,1,33109
60,4.0,CS-,3,26.0,3.0,6.0,20,1,33109
61,7.0,CS+,3,27.0,8.0,6.0,20,1,33109
64,,CS-,3,30.0,3.0,7.0,20,1,33109
65,8.0,CS+,3,31.0,8.0,7.0,20,1,33109
8,11.0,CS-,1,2.0,2.0,0.0,22,0,33400
9,2.0,CS+,1,3.0,2.0,0.0,22,0,33400
12,2.0,CS+,1,6.0,2.0,1.0,22,0,33400
13,2.0,CS-,1,7.0,2.0,1.0,22,0,33400
16,6.0,CS-,1,10.0,2.0,2.0,22,0,33400
17,2.0,CS+,1,11.0,2.0,2.0,22,0,33400
20,2.0,CS+,1,14.0,2.0,3.0,22,0,33400
21,6.0,CS-,1,15.0,2.0,3.0,22,0,33400
28,6.0,GS1,2,6.0,0.0,0.0,22,0,33400
29,3.0,GS4,2,7.0,0.0,0.0,22,0,33400
30,3.0,GS2,2,8.0,0.0,0.0,22,0,33400
31,7.0,CS+,2,9.0,2.0,0.0,22,0,33400
32,2.0,GS3,2,10.0,0.0,0.0,22,0,33400
33,1.0,CS-,2,11.0,2.0,0.0,22,0,33400
36,2.0,CS-,3,2.0,2.0,0.0,22,0,33400
37,5.0,CS+,3,3.0,2.0,0.0,22,0,33400
40,3.0,CS-,3,6.0,2.0,1.0,22,0,33400
41,6.0,CS+,3,7.0,2.0,1.0,22,0,33400
44,2.0,CS-,3,10.0,2.0,2.0,22,0,33400
45,7.0,CS+,3,11.0,2.0,2.0,22,0,33400
48,2.0,CS-,3,14.0,2.0,3.0,22,0,33400
49,4.0,CS+,3,15.0,2.0,3.0,22,0,33400
52,2.0,CS-,3,18.0,2.0,4.0,22,0,33400
53,2.0,CS+,3,19.0,2.0,4.0,22,0,33400
56,2.0,CS-,3,22.0,2.0,5.0,22,0,33400
57,2.0,CS+,3,23.0,2.0,5.0,22,0,33400
60,2.0,CS-,3,26.0,2.0,6.0,22,0,33400
61,2.0,CS+,3,27.0,2.0,6.0,22,0,33400
64,2.0,CS-,3,30.0,2.0,7.0,22,0,33400
65,2.0,CS+,3,31.0,2.0,7.0,22,0,33400
8,3.0,CS-,1,2.0,1.0,0.0,21,0,33763
9,3.0,CS+,1,3.0,2.0,0.0,21,0,33763
12,3.0,CS+,1,6.0,2.0,1.0,21,0,33763
13,3.0,CS-,1,7.0,1.0,1.0,21,0,33763
16,2.0,CS-,1,10.0,1.0,2.0,21,0,33763
17,2.0,CS+,1,11.0,2.0,2.0,21,0,33763
20,2.0,CS+,1,14.0,2.0,3.0,21,0,33763
21,2.0,CS-,1,15.0,1.0,3.0,21,0,33763
22,2.0,GS4,2,0.0,0.0,0.0,21,0,33763
23,2.0,GS1,2,1.0,0.0,0.0,21,0,33763
24,2.0,GS3,2,2.0,0.0,0.0,21,0,33763
25,2.0,CS-,2,3.0,1.0,0.0,21,0,33763
26,2.0,CS+,2,4.0,2.0,0.0,21,0,33763
27,2.0,GS2,2,5.0,0.0,0.0,21,0,33763
36,2.0,CS+,3,2.0,2.0,0.0,21,0,33763
37,2.0,CS-,3,3.0,1.0,0.0,21,0,33763
40,2.0,CS-,3,6.0,1.0,1.0,21,0,33763
41,2.0,CS+,3,7.0,2.0,1.0,21,0,33763
44,2.0,CS+,3,10.0,2.0,2.0,21,0,33763
45,2.0,CS-,3,11.0,1.0,2.0,21,0,33763
48,2.0,CS-,3,14.0,1.0,3.0,21,0,33763
49,2.0,CS+,3,15.0,2.0,3.0,21,0,33763
52,2.0,CS+,3,18.0,2.0,4.0,21,0,33763
53,2.0,CS-,3,19.0,1.0,4.0,21,0,33763
56,2.0,CS-,3,22.0,1.0,5.0,21,0,33763
57,2.0,CS+,3,23.0,2.0,5.0,21,0,33763
60,1.0,CS+,3,26.0,2.0,6.0,21,0,33763
61,1.0,CS-,3,27.0,1.0,6.0,21,0,33763
64,1.0,CS-,3,30.0,1.0,7.0,21,0,33763
65,1.0,CS+,3,31.0,2.0,7.0,21,0,33763
8,1.0,CS-,1,2.0,0.0,0.0,24,0,33907
9,1.0,CS+,1,3.0,0.0,0.0,24,0,33907
12,1.0,CS+,1,6.0,0.0,1.0,24,0,33907
13,1.0,CS-,1,7.0,0.0,1.0,24,0,33907
16,1.0,CS-,1,10.0,0.0,2.0,24,0,33907
17,2.0,CS+,1,11.0,0.0,2.0,24,0,33907
20,2.0,CS+,1,14.0,0.0,3.0,24,0,33907
21,1.0,CS-,1,15.0,0.0,3.0,24,0,33907
28,3.0,GS1,2,6.0,0.0,0.0,24,0,33907
29,1.0,GS4,2,7.0,0.0,0.0,24,0,33907
30,2.0,GS2,2,8.0,0.0,0.0,24,0,33907
31,10.0,CS+,2,9.0,0.0,0.0,24,0,33907
32,1.0,GS3,2,10.0,0.0,0.0,24,0,33907
33,1.0,CS-,2,11.0,0.0,0.0,24,0,33907
36,1.0,CS-,3,2.0,0.0,0.0,24,0,33907
37,1.0,CS+,3,3.0,0.0,0.0,24,0,33907
40,1.0,CS-,3,6.0,0.0,1.0,24,0,33907
41,1.0,CS+,3,7.0,0.0,1.0,24,0,33907
44,1.0,CS-,3,10.0,0.0,2.0,24,0,33907
45,1.0,CS+,3,11.0,0.0,2.0,24,0,33907
48,1.0,CS-,3,14.0,0.0,3.0,24,0,33907
49,1.0,CS+,3,15.0,0.0,3.0,24,0,33907
52,1.0,CS-,3,18.0,0.0,4.0,24,0,33907
53,1.0,CS+,3,19.0,0.0,4.0,24,0,33907
56,1.0,CS-,3,22.0,0.0,5.0,24,0,33907
57,1.0,CS+,3,23.0,0.0,5.0,24,0,33907
60,1.0,CS-,3,26.0,0.0,6.0,24,0,33907
61,1.0,CS+,3,27.0,0.0,6.0,24,0,33907
64,1.0,CS-,3,30.0,0.0,7.0,24,0,33907
65,1.0,CS+,3,31.0,0.0,7.0,24,0,33907
6,9.0,CS-,1,0.0,2.0,0.0,21,0,38401
7,2.0,CS+,1,1.0,0.0,0.0,21,0,38401
10,5.0,CS+,1,4.0,0.0,1.0,21,0,38401
11,4.0,CS-,1,5.0,2.0,1.0,21,0,38401
14,1.0,CS-,1,8.0,2.0,2.0,21,0,38401
15,,CS+,1,9.0,0.0,2.0,21,0,38401
18,9.0,CS+,1,12.0,0.0,3.0,21,0,38401
19,1.0,CS-,1,13.0,2.0,3.0,21,0,38401
28,1.0,GS4,2,6.0,0.0,0.0,21,0,38401
29,9.0,GS1,2,7.0,0.0,0.0,21,0,38401
30,3.0,GS3,2,8.0,0.0,0.0,21,0,38401
31,1.0,CS-,2,9.0,2.0,0.0,21,0,38401
32,9.0,CS+,2,10.0,0.0,0.0,21,0,38401
33,3.0,GS2,2,11.0,0.0,0.0,21,0,38401
34,1.0,CS-,3,0.0,2.0,0.0,21,0,38401
35,9.0,CS+,3,1.0,0.0,0.0,21,0,38401
38,8.0,CS+,3,4.0,0.0,1.0,21,0,38401
39,1.0,CS-,3,5.0,2.0,1.0,21,0,38401
42,1.0,CS-,3,8.0,2.0,2.0,21,0,38401
43,8.0,CS+,3,9.0,0.0,2.0,21,0,38401
46,7.0,CS+,3,12.0,0.0,3.0,21,0,38401
47,1.0,CS-,3,13.0,2.0,3.0,21,0,38401
50,1.0,CS-,3,16.0,2.0,4.0,21,0,38401
51,5.0,CS+,3,17.0,0.0,4.0,21,0,38401
54,6.0,CS+,3,20.0,0.0,5.0,21,0,38401
55,1.0,CS-,3,21.0,2.0,5.0,21,0,38401
58,1.0,CS-,3,24.0,2.0,6.0,21,0,38401
59,7.0,CS+,3,25.0,0.0,6.0,21,0,38401
62,5.0,CS+,3,28.0,0.0,7.0,21,0,38401
63,1.0,CS-,3,29.0,2.0,7.0,21,0,38401
8,2.0,CS-,1,2.0,1.0,0.0,21,1,38431
9,1.0,CS+,1,3.0,2.0,0.0,21,1,38431
12,1.0,CS+,1,6.0,2.0,1.0,21,1,38431
13,1.0,CS-,1,7.0,1.0,1.0,21,1,38431
16,1.0,CS-,1,10.0,1.0,2.0,21,1,38431
17,1.0,CS+,1,11.0,2.0,2.0,21,1,38431
20,1.0,CS+,1,14.0,2.0,3.0,21,1,38431
21,1.0,CS-,1,15.0,1.0,3.0,21,1,38431
28,1.0,GS1,2,6.0,0.0,0.0,21,1,38431
29,1.0,GS4,2,7.0,0.0,0.0,21,1,38431
30,1.0,GS2,2,8.0,0.0,0.0,21,1,38431
31,1.0,CS+,2,9.0,2.0,0.0,21,1,38431
32,4.0,GS3,2,10.0,0.0,0.0,21,1,38431
33,1.0,CS-,2,11.0,1.0,0.0,21,1,38431
36,1.0,CS-,3,2.0,1.0,0.0,21,1,38431
37,1.0,CS+,3,3.0,2.0,0.0,21,1,38431
40,1.0,CS-,3,6.0,1.0,1.0,21,1,38431
41,1.0,CS+,3,7.0,2.0,1.0,21,1,38431
44,1.0,CS-,3,10.0,1.0,2.0,21,1,38431
45,1.0,CS+,3,11.0,2.0,2.0,21,1,38431
48,1.0,CS-,3,14.0,1.0,3.0,21,1,38431
49,1.0,CS+,3,15.0,2.0,3.0,21,1,38431
52,1.0,CS-,3,18.0,1.0,4.0,21,1,38431
53,1.0,CS+,3,19.0,2.0,4.0,21,1,38431
56,1.0,CS-,3,22.0,1.0,5.0,21,1,38431
57,1.0,CS+,3,23.0,2.0,5.0,21,1,38431
60,1.0,CS-,3,26.0,1.0,6.0,21,1,38431
61,1.0,CS+,3,27.0,2.0,6.0,21,1,38431
64,1.0,CS-,3,30.0,1.0,7.0,21,1,38431
65,1.0,CS+,3,31.0,2.0,7.0,21,1,38431
8,2.0,CS-,1,2.0,3.0,0.0,19,0,38488
9,1.0,CS+,1,3.0,4.0,0.0,19,0,38488
12,,CS+,1,6.0,4.0,1.0,19,0,38488
13,1.0,CS-,1,7.0,3.0,1.0,19,0,38488
16,1.0,CS-,1,10.0,3.0,2.0,19,0,38488
17,1.0,CS+,1,11.0,4.0,2.0,19,0,38488
20,1.0,CS+,1,14.0,4.0,3.0,19,0,38488
21,1.0,CS-,1,15.0,3.0,3.0,19,0,38488
28,1.0,GS1,2,6.0,0.0,0.0,19,0,38488
29,1.0,GS4,2,7.0,0.0,0.0,19,0,38488
30,1.0,GS2,2,8.0,0.0,0.0,19,0,38488
31,1.0,CS+,2,9.0,4.0,0.0,19,0,38488
32,1.0,GS3,2,10.0,0.0,0.0,19,0,38488
33,1.0,CS-,2,11.0,3.0,0.0,19,0,38488
36,1.0,CS-,3,2.0,3.0,0.0,19,0,38488
37,1.0,CS+,3,3.0,4.0,0.0,19,0,38488
40,1.0,CS-,3,6.0,3.0,1.0,19,0,38488
41,1.0,CS+,3,7.0,4.0,1.0,19,0,38488
44,1.0,CS-,3,10.0,3.0,2.0,19,0,38488
45,1.0,CS+,3,11.0,4.0,2.0,19,0,38488
48,1.0,CS-,3,14.0,3.0,3.0,19,0,38488
49,1.0,CS+,3,15.0,4.0,3.0,19,0,38488
52,1.0,CS-,3,18.0,3.0,4.0,19,0,38488
53,1.0,CS+,3,19.0,4.0,4.0,19,0,38488
56,1.0,CS-,3,22.0,3.0,5.0,19,0,38488
57,1.0,CS+,3,23.0,4.0,5.0,19,0,38488
60,1.0,CS-,3,26.0,3.0,6.0,19,0,38488
61,1.0,CS+,3,27.0,4.0,6.0,19,0,38488
64,1.0,CS-,3,30.0,3.0,7.0,19,0,38488
65,1.0,CS+,3,31.0,4.0,7.0,19,0,38488
8,6.0,CS-,1,2.0,5.0,0.0,19,0,38869
9,6.0,CS+,1,3.0,6.0,0.0,19,0,38869
12,4.0,CS+,1,6.0,6.0,1.0,19,0,38869
13,6.0,CS-,1,7.0,5.0,1.0,19,0,38869
16,6.0,CS-,1,10.0,5.0,2.0,19,0,38869
17,4.0,CS+,1,11.0,6.0,2.0,19,0,38869
20,5.0,CS+,1,14.0,6.0,3.0,19,0,38869
21,6.0,CS-,1,15.0,5.0,3.0,19,0,38869
22,5.0,GS4,2,0.0,0.0,0.0,19,0,38869
23,5.0,GS1,2,1.0,0.0,0.0,19,0,38869
24,5.0,GS3,2,2.0,0.0,0.0,19,0,38869
25,5.0,CS-,2,3.0,5.0,0.0,19,0,38869
26,5.0,CS+,2,4.0,6.0,0.0,19,0,38869
27,6.0,GS2,2,5.0,0.0,0.0,19,0,38869
36,6.0,CS+,3,2.0,6.0,0.0,19,0,38869
37,3.0,CS-,3,3.0,5.0,0.0,19,0,38869
40,4.0,CS-,3,6.0,5.0,1.0,19,0,38869
41,3.0,CS+,3,7.0,6.0,1.0,19,0,38869
44,4.0,CS+,3,10.0,6.0,2.0,19,0,38869
45,2.0,CS-,3,11.0,5.0,2.0,19,0,38869
48,4.0,CS-,3,14.0,5.0,3.0,19,0,38869
49,3.0,CS+,3,15.0,6.0,3.0,19,0,38869
52,4.0,CS+,3,18.0,6.0,4.0,19,0,38869
53,4.0,CS-,3,19.0,5.0,4.0,19,0,38869
56,3.0,CS-,3,22.0,5.0,5.0,19,0,38869
57,2.0,CS+,3,23.0,6.0,5.0,19,0,38869
60,2.0,CS+,3,26.0,6.0,6.0,19,0,38869
61,2.0,CS-,3,27.0,5.0,6.0,19,0,38869
64,2.0,CS-,3,30.0,5.0,7.0,19,0,38869
65,2.0,CS+,3,31.0,6.0,7.0,19,0,38869
6,4.0,CS+,1,0.0,4.0,0.0,21,0,38944
8,8.0,CS-,1,2.0,7.0,0.0,21,0,38944
9,4.0,CS+,1,3.0,4.0,1.0,21,0,38944
12,7.0,CS-,1,6.0,7.0,1.0,21,0,38944
14,5.0,CS+,1,8.0,4.0,2.0,21,0,38944
16,7.0,CS-,1,10.0,7.0,2.0,21,0,38944
17,4.0,CS+,1,11.0,4.0,3.0,21,0,38944
20,4.0,CS-,1,14.0,7.0,3.0,21,0,38944
22,5.0,GS3,2,0.0,0.0,0.0,21,0,38944
23,5.0,CS-,2,1.0,7.0,0.0,21,0,38944
24,9.0,GS1,2,2.0,0.0,0.0,21,0,38944
25,7.0,GS4,2,3.0,0.0,0.0,21,0,38944
26,5.0,CS+,2,4.0,4.0,0.0,21,0,38944
27,8.0,GS2,2,5.0,0.0,0.0,21,0,38944
34,4.0,CS+,3,0.0,4.0,0.0,21,0,38944
36,8.0,CS-,3,2.0,7.0,0.0,21,0,38944
38,8.0,CS+,3,4.0,4.0,1.0,21,0,38944
39,5.0,CS-,3,5.0,7.0,1.0,21,0,38944
42,9.0,CS+,3,8.0,4.0,2.0,21,0,38944
44,6.0,CS-,3,10.0,7.0,2.0,21,0,38944
46,9.0,CS+,3,12.0,4.0,3.0,21,0,38944
47,5.0,CS-,3,13.0,7.0,3.0,21,0,38944
50,8.0,CS+,3,16.0,4.0,4.0,21,0,38944
52,8.0,CS-,3,18.0,7.0,4.0,21,0,38944
54,8.0,CS+,3,20.0,4.0,5.0,21,0,38944
55,5.0,CS-,3,21.0,7.0,5.0,21,0,38944
58,4.0,CS+,3,24.0,4.0,6.0,21,0,38944
60,5.0,CS-,3,26.0,7.0,6.0,21,0,38944
62,4.0,CS+,3,28.0,4.0,7.0,21,0,38944
63,8.0,CS-,3,29.0,7.0,7.0,21,0,38944
6,1.0,CS+,1,0.0,1.0,0.0,19,0,39007
8,3.0,CS-,1,2.0,3.0,0.0,19,0,39007
9,2.0,CS+,1,3.0,1.0,1.0,19,0,39007
12,1.0,CS-,1,6.0,3.0,1.0,19,0,39007
14,8.0,CS+,1,8.0,1.0,2.0,19,0,39007
16,1.0,CS-,1,10.0,3.0,2.0,19,0,39007
17,8.0,CS+,1,11.0,1.0,3.0,19,0,39007
20,1.0,CS-,1,14.0,3.0,3.0,19,0,39007
22,4.0,GS3,2,0.0,0.0,0.0,19,0,39007
23,1.0,CS-,2,1.0,3.0,0.0,19,0,39007
24,9.0,GS1,2,2.0,0.0,0.0,19,0,39007
25,2.0,GS4,2,3.0,0.0,0.0,19,0,39007
26,7.0,CS+,2,4.0,1.0,0.0,19,0,39007
27,6.0,GS2,2,5.0,0.0,0.0,19,0,39007
34,9.0,CS+,3,0.0,1.0,0.0,19,0,39007
36,3.0,CS-,3,2.0,3.0,0.0,19,0,39007
38,7.0,CS+,3,4.0,1.0,1.0,19,0,39007
39,1.0,CS-,3,5.0,3.0,1.0,19,0,39007
42,2.0,CS+,3,8.0,1.0,2.0,19,0,39007
44,1.0,CS-,3,10.0,3.0,2.0,19,0,39007
46,1.0,CS+,3,12.0,1.0,3.0,19,0,39007
47,1.0,CS-,3,13.0,3.0,3.0,19,0,39007
50,1.0,CS+,3,16.0,1.0,4.0,19,0,39007
52,1.0,CS-,3,18.0,3.0,4.0,19,0,39007
54,1.0,CS+,3,20.0,1.0,5.0,19,0,39007
55,1.0,CS-,3,21.0,3.0,5.0,19,0,39007
58,1.0,CS+,3,24.0,1.0,6.0,19,0,39007
60,1.0,CS-,3,26.0,3.0,6.0,19,0,39007
62,1.0,CS+,3,28.0,1.0,7.0,19,0,39007
63,1.0,CS-,3,29.0,3.0,7.0,19,0,39007
6,3.0,CS-,1,0.0,,0.0,21,0,39100
7,3.0,CS+,1,1.0,0.0,0.0,21,0,39100
10,3.0,CS+,1,4.0,0.0,1.0,21,0,39100
11,3.0,CS-,1,5.0,,1.0,21,0,39100
14,4.0,CS-,1,8.0,,2.0,21,0,39100
15,4.0,CS+,1,9.0,0.0,2.0,21,0,39100
18,4.0,CS+,1,12.0,0.0,3.0,21,0,39100
19,4.0,CS-,1,13.0,,3.0,21,0,39100
28,3.0,GS4,2,6.0,0.0,0.0,21,0,39100
29,3.0,GS1,2,7.0,0.0,0.0,21,0,39100
30,3.0,GS3,2,8.0,0.0,0.0,21,0,39100
31,3.0,CS-,2,9.0,,0.0,21,0,39100
32,3.0,CS+,2,10.0,0.0,0.0,21,0,39100
33,4.0,GS2,2,11.0,0.0,0.0,21,0,39100
34,4.0,CS-,3,0.0,,0.0,21,0,39100
35,3.0,CS+,3,1.0,0.0,0.0,21,0,39100
38,3.0,CS+,3,4.0,0.0,1.0,21,0,39100
39,3.0,CS-,3,5.0,,1.0,21,0,39100
42,3.0,CS-,3,8.0,,2.0,21,0,39100
43,3.0,CS+,3,9.0,0.0,2.0,21,0,39100
46,3.0,CS+,3,12.0,0.0,3.0,21,0,39100
47,3.0,CS-,3,13.0,,3.0,21,0,39100
50,3.0,CS-,3,16.0,,4.0,21,0,39100
51,3.0,CS+,3,17.0,0.0,4.0,21,0,39100
54,,CS+,3,20.0,0.0,5.0,21,0,39100
55,2.0,CS-,3,21.0,,5.0,21,0,39100
58,2.0,CS-,3,24.0,,6.0,21,0,39100
59,2.0,CS+,3,25.0,0.0,6.0,21,0,39100
62,,CS+,3,28.0,0.0,7.0,21,0,39100
63,3.0,CS-,3,29.0,,7.0,21,0,39100
8,7.0,CS-,1,2.0,3.0,0.0,18,0,44032
9,3.0,CS+,1,3.0,3.0,0.0,18,0,44032
12,3.0,CS+,1,6.0,3.0,1.0,18,0,44032
13,7.0,CS-,1,7.0,3.0,1.0,18,0,44032
16,8.0,CS-,1,10.0,3.0,2.0,18,0,44032
17,7.0,CS+,1,11.0,3.0,2.0,18,0,44032
20,7.0,CS+,1,14.0,3.0,3.0,18,0,44032
21,8.0,CS-,1,15.0,3.0,3.0,18,0,44032
28,8.0,GS1,2,6.0,0.0,0.0,18,0,44032
29,7.0,GS4,2,7.0,0.0,0.0,18,0,44032
30,7.0,GS2,2,8.0,0.0,0.0,18,0,44032
31,6.0,CS+,2,9.0,3.0,0.0,18,0,44032
32,8.0,GS3,2,10.0,0.0,0.0,18,0,44032
33,7.0,CS-,2,11.0,3.0,0.0,18,0,44032
36,6.0,CS-,3,2.0,3.0,0.0,18,0,44032
37,6.0,CS+,3,3.0,3.0,0.0,18,0,44032
40,6.0,CS-,3,6.0,3.0,1.0,18,0,44032
41,5.0,CS+,3,7.0,3.0,1.0,18,0,44032
44,4.0,CS-,3,10.0,3.0,2.0,18,0,44032
45,4.0,CS+,3,11.0,3.0,2.0,18,0,44032
48,3.0,CS-,3,14.0,3.0,3.0,18,0,44032
49,3.0,CS+,3,15.0,3.0,3.0,18,0,44032
52,3.0,CS-,3,18.0,3.0,4.0,18,0,44032
53,3.0,CS+,3,19.0,3.0,4.0,18,0,44032
56,3.0,CS-,3,22.0,3.0,5.0,18,0,44032
57,3.0,CS+,3,23.0,3.0,5.0,18,0,44032
60,3.0,CS-,3,26.0,3.0,6.0,18,0,44032
61,3.0,CS+,3,27.0,3.0,6.0,18,0,44032
64,3.0,CS-,3,30.0,3.0,7.0,18,0,44032
65,3.0,CS+,3,31.0,3.0,7.0,18,0,44032
6,3.0,CS-,1,0.0,,0.0,19,0,44137
7,3.0,CS+,1,1.0,1.0,0.0,19,0,44137
10,7.0,CS+,1,4.0,1.0,1.0,19,0,44137
